模块,测试点,测试步骤,预期结果
web端,"【添加成员-正向功能验证】点击入口图标进入添加成员界面，
输入姓名、账号、手机号，点击保存按钮，可以成功添加成员"
web端,【功能-入口】首页-入口图标位置以及图标展示正确
web端,【功能-入口】通讯录-两个入口按钮位置以及文案展示正确
web端,【功能-入口】首页-点击入口图标进入添加成员界面
web端,【功能-入口】通讯录-分别点击2个入口按钮，进入添加成员界面
web端,【功能-添加成员界面】与UI设计一致
web端,【功能-添加成员界面】文案展示正确
web端,【功能-添加成员界面-头像】点击头像控件，展示编辑头像界面
web端,【功能-添加成员界面-姓名（必填项）】默认文案展示正确：【姓名】
web端,【功能-添加成员界面-姓名（必填项）】点击光标高亮展示在输入框内，默认文案消失
web端,【功能-添加成员界面-姓名（必填项）】长度验证-为空，提示【请填写姓名】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-姓名（必填项）】长度验证-输入1个字符，无提示
web端,【功能-添加成员界面-姓名（必填项）】长度验证-输入2个字符，无提示
web端,【功能-添加成员界面-姓名（必填项）】长度验证-输入63个字符，无提示
web端,【功能-添加成员界面-姓名（必填项）】长度验证-输入64个字符，无提示
web端,【功能-添加成员界面-姓名（必填项）】长度验证-输入65个字符，提示【姓名长度为 1-64 个字符】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-姓名（必填项）】空格验证-63个字符前面加空格，无提示
web端,【功能-添加成员界面-姓名（必填项）】空格验证-63个字符后面加空格，无提示
web端,【功能-添加成员界面-姓名（必填项）】空格验证-62个字符前后加空格，无提示
web端,【功能-添加成员界面-姓名（必填项）】空格验证-63个字符中间加1个空格，无提示
web端,【功能-添加成员界面-姓名（必填项）】空格验证，提示【请填写姓名】，输入框边框与提示文案展示为红色
web端,"【功能-添加成员界面-姓名（必填项）】特殊字符验证-""~!@#$%^&*()_+{}|[]\:""<>?;',./?;:'-=",无提示
web端,【功能-添加成员界面-别名】默认文案展示正确：【别名】
web端,【功能-添加成员界面-别名】点击光标高亮展示在输入框内，默认文案消失
web端,【功能-添加成员界面-别名】长度验证-为空，无提示
web端,【功能-添加成员界面-别名】长度验证-输入1个字符，无提示
web端,【功能-添加成员界面-别名】长度验证-输入2个字符，无提示
web端,【功能-添加成员界面-别名】长度验证-输入31个字符，无提示
web端,【功能-添加成员界面-别名】长度验证-输入32个字符，无提示
web端,【功能-添加成员界面-别名】长度验证-输入33个字符，提示【别名长度为 1-32 个字符】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-别名】空格验证-31个字符前面加空格，无提示
web端,【功能-添加成员界面-别名】空格验证-31个字符后面加空格，无提示
web端,【功能-添加成员界面-别名】空格验证-30个字符前后加空格，无提示
web端,【功能-添加成员界面-别名】空格验证-31个字符中间加1个空格，无提示
web端,【功能-添加成员界面-别名】空格验证-单独空格，无提示
web端,"【功能-添加成员界面-别名】特殊字符验证-""~!@#$%^&*()_+{}|[]\:""<>?;',./?;:'-=",无提示
web端,【功能-添加成员界面-账号（必填项）】默认文案展示正确：【成员唯一标识，设定以后不支持修改】
web端,【功能-添加成员界面-账号（必填项）】文案后图标-展示正确
web端,【功能-添加成员界面-账号（必填项）】文案后图标-鼠标悬浮上去展示帮助信息
web端,【功能-添加成员界面-账号（必填项）】点击光标高亮展示在输入框内，默认文案消失
web端,【功能-添加成员界面-账号（必填项）】为空，提示【请填写账号】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-账号（必填项）】输入【1】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【aa】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【b_】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【1.】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【u-】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【b1@】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【5g】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【7k@_】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【7k@_-】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入【7k@_-.】，无提示
web端,【功能-添加成员界面-账号（必填项）】输入63个合法字符，无提示
web端,【功能-添加成员界面-账号（必填项）】输入64个合法字符，无提示
web端,【功能-添加成员界面-账号（必填项）】输入65个合法字符，提示【帐号长度为 1-64 个字符】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-账号（必填项）】输入【.】，提示【（.-_@）不能放在开头】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-账号（必填项）】输入【-】，提示【（.-_@）不能放在开头】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-账号（必填项）】输入【_】，提示【（.-_@）不能放在开头】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-账号（必填项）】输入【@】，提示【（.-_@）不能放在开头】，输入框边框与提示文案展示为红色
web端,【功能-添加成员界面-账号（必填项）】63个字符前面加空格，无提示
web端,【功能-添加成员界面-账号（必填项）】63个字符后面加空格，无提示
web端,【功能-添加成员界面-账号（必填项）】62个字符前后加空格，无提示
web端,【功能-添加成员界面-账号（必填项）】63个字符中间加1个空格，无提示
