模块,测试点,测试步骤,预期结果
app端,"【添加成员-完整输入界面-地址界面-搜索框】""~!@#$%^&*()_+{}|[]\:""<>?;',./?;:'-=",无提示
app端,【添加成员-完整输入界面-地址界面-确定按钮】搜索框内容为空时，按钮置灰
app端,【添加成员-完整输入界面-地址界面-确定按钮】搜索框中有内容时，点击确定按钮，返回添加成员编辑界面，并在地址栏显示搜索框中内容
app端,【添加成员-完整输入界面-地址界面-返回按钮】点击返回按钮，返回添加成员编辑界面，不保存搜索框中键入内容
app端,【添加成员-完整输入界面-地址界面-可能是你的公司地址】地址页面默认展示企业设置的公司地址
app端,【添加成员-完整输入界面-地址界面-可能是你的公司地址】点击地址，内容键入到搜索框中
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-界面展示】与UI设计一致
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-界面展示】文案展示正确
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-操作】在界面中点击国家选项，跳转回添加成员编辑页面，选择的内容正常展示在国际冠码框中
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-搜索框】与UI设计一致
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-搜索框】文案展示正确
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-搜索框】点击搜索框，光标高亮展示在输入框内，触发弹出手机输入法遮罩
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-搜索框】输入国际冠码或国家名称，搜索出对应项
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-搜索框】点击搜索出的内容选项，页面跳转回添加成员编辑界面，选择的内容正常展示在国际冠码框中
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-搜索框】输入部分内容支持模糊匹配
app端,【添加成员-完整输入界面-请选择国家或地区界面（国际冠码）-取消按钮】点击取消按钮，返回添加成员编辑界面，国际冠码仍为选择前展示内容
app端,【添加成员-完整输入界面-对外职务界面-界面展示】与UI设计一致
app端,【添加成员-完整输入界面-对外职务界面-界面展示】文案展示正确
app端,【添加成员-完整输入界面-对外职务界面-操作】选择同步公司内职务、设置专属对外职务，只能有一个被选择
app端,【添加成员-完整输入界面-对外职务界面-操作】选择设置专属对外职务，设置专属对外职务选项下方展示输入框
app端,【添加成员-完整输入界面-对外职务界面-操作】为空，提示【对外信息中职务名称不能为空】
app端,【添加成员-完整输入界面-对外职务界面-操作】输入1个字符，无提示
app端,【添加成员-完整输入界面-对外职务界面-操作】输入32个字符，无提示
app端,【添加成员-完整输入界面-对外职务界面-操作】输入33个字符，，提示【最多不超过 32 个字符】，输入框与提示文案展示为红色
app端,【添加成员-完整输入界面-对外职务界面-操作】31个字符前面加空格，无提示
app端,【添加成员-完整输入界面-对外职务界面-操作】31个字符后面加空格，无提示
app端,【添加成员-完整输入界面-对外职务界面-操作】30个字符前后加空格，无提示
app端,【添加成员-完整输入界面-对外职务界面-操作】31个字符中间加1个空格，无提示
app端,【添加成员-完整输入界面-对外职务界面-操作】32个字符前后中间分别加空格，提示与需求一致
app端,【添加成员-完整输入界面-对外职务界面-操作】单独空格，无提示
app端,"【添加成员-完整输入界面-对外职务界面-操作】""~!@#$%^&*()_+{}|[]\:""",无提示
app端,【添加成员-完整输入界面-对外职务界面-操作】输入框输入内容后，右侧边界出现清空内容按钮
app端,【添加成员-完整输入界面-对外职务界面-操作】点击清空按钮，已输入内容被清空
app端,【添加成员-完整输入界面-对外职务界面-确定按钮】选择同步公司内部职务时，点击确定按钮，返回添加成员编辑界面，展示对外职务选项正确
app端,【添加成员-完整输入界面-对外职务界面-确定按钮】选择设置专属对外职务，未录入对外职务时，确定按钮置灰
app端,【添加成员-完整输入界面-对外职务界面-确定按钮】选择设置专属对外职务，录入对外职务后，确定按钮高亮，点击按钮，返回添加成员编辑界面，展示对外职务内容与输入一致
app端,【添加成员-快速输入界面-界面展示】与UI设计一致
app端,【添加成员-快速输入界面-界面展示】文案展示正确
app端,【添加成员-快速输入界面-姓名（必填项）】默认文案展示正确：【必填】
app端,【添加成员-快速输入界面-姓名（必填项）】点击光标高亮展示在输入框内，触发弹出手机输入法浮层
app端,【添加成员-快速输入界面-姓名（必填项）】为空，提示【请填写姓名】，输入框边框与提示文案展示为红色
app端,【添加成员-快速输入界面-姓名（必填项）】输入1个字符，无提示
app端,【添加成员-快速输入界面-姓名（必填项）】输入64个字符，无提示
app端,【添加成员-快速输入界面-姓名（必填项）】输入65个字符，提示【姓名长度为 1-64 个字符】，输入框边框与提示文案展示为红色
app端,【添加成员-快速输入界面-姓名（必填项）】63个字符前面加空格，无提示
app端,【添加成员-快速输入界面-姓名（必填项）】63个字符后面加空格，无提示
app端,【添加成员-快速输入界面-姓名（必填项）】63个字符中间加1个空格，无提示
app端,【添加成员-快速输入界面-姓名（必填项）】64个字符前后中间分别加空格，返回结果与需求一致
app端,【添加成员-快速输入界面-姓名（必填项）】单独空格，提示【请填写姓名】
app端,"【添加成员-快速输入界面-姓名（必填项）】""~!@#$%^&*()_+{}|[]\:""<>?;',./?;:'-=",无提示
app端,【添加成员-快速输入界面-手机（必填项）-国际冠码框】下拉列表默认值展示【+86】
app端,【添加成员-快速输入界面-手机（必填项）-国际冠码框】点击【+86】，跳转到请选择国家或地区界面
app端,【添加成员-快速输入界面-手机（必填项）-手机号输入框】下拉列表默认值展示【+86】
app端,【添加成员-快速输入界面-手机（必填项）-手机号输入框】点击【+86】，跳转到请选择国家或地区界面
app端,【添加成员-快速输入界面-手机（必填项）-手机号输入框】默认文案展示正确：【必填】
app端,【添加成员-快速输入界面-手机（必填项）-手机号输入框】点击光标高亮展示在输入框内，触发弹出手机输入法遮罩
app端,【添加成员-快速输入界面-手机（必填项）-手机号输入框】11位数字，无提示
app端,【添加成员-快速输入界面-手机（必填项）-手机号输入框】10位数字，弹出浮窗提示【手机号格式不正确】，点击确定，停留在添加成员界面
app端,【添加成员-快速输入界面-手机（必填项）-手机号输入框】12位数字，弹出浮窗提示【手机号格式不正确】，点击确定，停留在添加成员界面
app端,【添加成员-快速输入界面-手机（必填项）-手机号输入框】11位（数字+字母），弹出浮窗提示【手机号格式不正确】，点击确定，停留在添加成员界面
